ID,NAME,PRICE,Quantity
1056,4 4 5Y,75,4
1057,4004 28 34,365,3
1058,4017 28 32,395,3
1059,4026 28 34,410,1
1060,407 32 40,525,10
1061,4072 28 34,300,4
1062,40788 16 26,340,6
1063,4095 32 40,270,10
1064,4103 22 30,310,-35
1065,41601 L,205,2
1066,4176 22 30,335,15
1067,4180 22 30,405,5
1068,4192 32 40,265,10
1069,4242 28 34,385,2
1070,4249 28 34,435,21
1071,4252 34 36,310,19
1072,4293 22 30,445,5
1073,4303 22 30,310,4
1074,4304 32 40,295,10
1075,4309 22 30,355,1
1076,4316 28 34,405,7
1077,4332 32 40,425,10
1078,4333 22 30,435,15
1079,4337 32 40,415,20
1080,4340 28 32,505,20
1081,4341 22 30,415,45
1082,4366 28 34,645,4
1083,439 SMALL,465,-10
1084,44403 30 36,555,1
1085,4457 10 13,175,4
1086,4462 10 13,175,8
1087,4500 32 40,335,45
1088,45032(615) 28 32,570,3
1089,45037(575) 20,490,3
1090,45037(575) 22 26,510,3
1091,45037(575) 28 32,570,3
1092,4504 22 30,405,25
1093,45047(644) 28 32,630,3
1094,4505 32 40,450,40
1095,45051(1065) 28 32,645,1
1096,45058(1061) 22 26,575,3
1097,45059(126) 1 10,540,10
1098,45060(125) 1 10,690,20
1099,45063(1074) 28 32,625,3
1100,45064(1152) 20,550,6
1101,45104(336) 20,560,1
1102,45117(1128) 28 32,590,3
1103,4529 32 40,335,45
1104,4551 26 30,460,1
1105,4561 24 34,220,-1
1106,4574 26 30,355,3
1107,4576 30 38,380,-9
1108,45903 L 2XL,770,-2
1109,45909 L 2XL,805,6
1110,45910 L 2XL,790,-3
1111,45917 L 2XL,275,-1
1112,45918 L 2XL,300,-3
1113,45919 L 2XL,285,3
1114,45921 L 2XL,285,3
1115,45923 L 2XL,605,2
1116,4603 28 34,490,10
1117,4618 22 30,460,15
1118,4619 32 40,510,5
1119,4625 24 34,485,36
1120,4627 28 34,425,4
1121,4644 28 34,430,4
1122,4680 24 34,455,18
1123,46901 FREE,130,-11
1124,46905 FREE,180,5
1125,46921 FREE,285,-3
1126,46930 FREE,105,-6
1127,46931 FREE,155,3
1128,46961 FREE,125,-1
1129,46979 FREE,290,-2
1130,46981 FREE,130,10
1131,46985 FREE,170,6
1132,46989 FREE,105,18
1133,47102 L XL,545,27
1134,47103 L XL,835,14
1135,4722 32 40,430,10
1136,4724 26 30,395,6
1137,4725 26 30,380,1
1138,4733 32 40,560,15
1139,4739 32 40,440,9
1140,4743 26 30,390,32
1141,4745 32 40,405,30
1142,4771 28 34,565,20
1143,4799 22 30,140,25
1144,4802 22 30,140,159
1145,4803 32 40,155,175
1146,4804 22 30,145,220
1147,4805 16 22,350,4
1148,4808 22 30,120,30
1149,4815 32 40,170,70
1150,4817 32 40,455,10
1151,4820 28 34,405,4
1152,4822 22 30,305,40
1153,4834 32 40,455,20
1154,4850 28 34,485,12
1155,4851 28 34,440,5
1156,4853 28 34,485,14
1157,4859 32 40,435,35
1158,4860 26 30,390,11
1159,4864 32 40,375,-10
1160,4872 26 30,315,24
1161,4891 22 30,170,110
1162,4892 32 40,195,90
1163,4899 32 40,355,15
1164,4920 22 30,375,15
1165,4922 22 30,350,29
1166,4928 32 40,380,10
1167,4929 24 30,345,24
1168,4931 32 40,380,10
1169,4939 16 20,355,1
1170,4962 28 34,495,58
1171,4963 32 40,410,25
1172,4964 32 40,355,5
1173,4966 32 40,345,5
1174,4968 36 40,505,2
1175,4971 22 30,405,17
1176,4975 26 36,355,16
1177,5001 36 40,4103,24
1178,501 22 30,445,15
1179,5012 28 34,405,8
1180,5019 32 40,435,35
1181,502021 24 36,330,7
1182,502024 22 30,340,1
1183,502024 32 40,350,9
1184,502025 22 30,340,29
1185,502025 32 40,350,30
1186,502026 22 30,340,5
1187,502029 32 40,350,5
1188,502032 22 36,390,32
1189,502033 22 36,390,32
1190,502034 22 36,390,24
1191,502035 22 36,390,8
1192,502037 22 36,390,40
1193,502038 22 36,390,8
1194,502042 32 40,365,15
1195,502043 32 40,370,15
1196,502044 32 40,390,10
1197,502047 26 36,455,12
1198,502048 24 36,385,17
1199,50205 26 36,245,4
1200,502053 22 36,395,1
1201,502057 26 36,355,48
1202,502059 24 36,165,7
1203,50206 26 36,255,-5
1204,502060 24 36,165,21
1205,502066 24 36,395,-7
1206,502067 24 36,395,7
1207,502070 24 36,335,-7
1208,502071 24 36,385,7
1209,502072 24 36,335,7
1210,502074 24 36,270,7
1211,502083 24 36,480,1
1212,502084 32 40,385,-5
1213,502085 32 40,375,-5
1214,502086 32 40,350,-4
1215,502087 32 40,365,-25
1216,50209 26 36,445,24
1217,502091 32 40,365,5
1218,502096 24 36,355,6
1219,502097 24 36,355,-14
1220,5022 28 30,540,18
1221,50224 32 40,230,-1
1222,50225 22 30,230,18
1223,50226 32 40,250,15
1224,50227 30 40,185,168
1225,50234 22 30,220,5
1226,50236 24 30,435,-4
1227,50236 32 36,460,3
1228,50238 22 30,220,35
1229,50239 32 40,240,15
1230,50240 22 30,220,-5
1231,50241 32 40,240,-5
1232,50242 42 44,285,14
1233,50243 32 40,240,35
1234,50244 22 30,220,25
1235,50245 32 40,240,25
1236,50246 42 44,285,4
1237,50247 22 30,220,50
1238,50249 32 40,400,-5
1239,50250 32 40,400,-7
1240,50252 22 30,390,1
1241,50264 22 30,195,10
1242,50270 22 30,400,40
1243,50271 32 40,430,65
1244,50278 22 30,195,10
1245,50282 32 40,220,-1
1246,50284 22 30,195,25
1247,50285 32 40,225,15
1248,50286 M LXL,245,6
1249,50287 22 30,200,5
1250,5034 32 40,380,40
1251,5035 26 30,330,6
1252,5040 32 40,375,-10
1253,50406 (161) 16 20,445,3
1254,50413 (171) 22 26,640,5
1255,50413 (171) 28 32,715,6
1256,50415(189) 22 26,640,5
1257,50415(189) 28 32,715,6
1258,5059 32 40,370,5
1259,5060 32 40,370,5
1260,50641 L,310,3
1261,50653 (2XL),315,-4
1262,50653 (XL),310,4
1263,50656 (2XL),340,3
1264,50656 (L),330,12
1265,50656 (M),325,6
1266,50657 (2XL),340,16
1267,50657 (L),330,8
1268,50657 (M),325,6
1269,50657 (XL),335,-3
1270,50658 (L),310,6
1271,50658 (M),305,12
1272,50658 (XL),315,10
1273,50659 (2XL),380,12
1274,50659 (L),370,12
1275,50659 (M),365,4
1276,50659 (XL),375,12
1277,5066 28 34,520,4
1278,50660 (26 30),275,-6
1279,50660 (32 36),275,6
1280,50663 L,370,-6
1281,50663 XL,375,6
1282,50664 2XL,365,12
1283,50665 32 40,325,20
1284,5067 34 40,135,19
1285,5068 34 40,140,10
1286,5069 32 40,145,95
1287,5070 32 40,155,100
1288,5083 24 34,380,2
1289,5089 22 30,375,25
1290,5095 28 34,460,20
1291,5096 32 40,440,18
1292,5099 22 30,385,24
1293,5109 M 2XL,475,1
1294,5110 26 30,415,8
1295,5113 28 32,485,5
1296,5127 32 40,475,5
1297,5131 32 40,535,1
1298,5138 26 30,425,6
1299,5141 32 40,455,30
1300,5143 22 30,370,10
1301,5144 22 30,421,-10
1302,5145 22 30,355,25
1303,5156 32 40,455,-5
1304,5163 22 30,300,10
1305,5165 22 30,300,20
1306,51795 22 30,355,30
1307,518 22 30,445,45
1308,518 32 40,475,55
1309,5183 32 40,425,25
1310,5184 22 30,345,15
1311,5188 32 40,360,5
1312,5193 24 34,385,12
1313,5198 22 30,295,30
1314,5200 32 40,320,20
1315,5201 22 30,275,34
1316,5204 28 34,505,8
1317,5206 24 34,385,30
1318,5209 32 40,465,-30
1319,5211 28 34,375,1
1320,5212 28 34,475,60
1321,5224 XL,150,1
1322,5228 XL,300,-1
1323,5231 32 40,375,-5
1324,5237 16 20,385,6
1325,5238 26 36,350,6
1326,5239 16 20,410,57
1327,5240 16 20,425,8
1328,5244 28 34,405,2
1329,5247 28 34,430,3
1330,5252 22 30,295,1
1331,5254 28 34,365,16
1332,5256 28 34,490,8
1333,5257 28 34,495,16
1334,5258 28 34,455,8
1335,5259 28 34,425,16
1336,5261 28 34,555,32
1337,5262 28 32,555,35
1338,5265 26 36,380,-12
1339,5266 26 36,380,12
1340,5268 26 36,440,36
1341,5269 26 36,365,60
1342,52701(101) 28 32,660,-3
1343,52701(101) 34 38,710,3
1344,52701(S33) 28 32,590,6
1345,52704(403) 28 32,635,3
1346,5271 32 40,405,10
1347,5272 32 40,405,15
1348,5273 26 36,375,30
1349,5273 36 38,595,24
1350,5274 26 36,375,36
1351,5275 32 40,335,30
1352,52823 26 30,210,33
1353,52824 26 30,210,27
1354,53081 22 30,385,11
1355,53194 22 30,360,5
1356,53201(764) 1 10,799,10
1357,53211(779) 1 10,775,5
1358,53217(749) 1 10,740,20
1359,53218(776) 1 10,740,10
1360,53219(816) 2 10,880,-3
1361,53243(1064) 1 10,1110,10
1362,53246(1024) 2 10,1435,9
1363,53253(1145) 0 5,855,6
1364,53257(901) 2 10,1030,8
1365,53258(1202) 2 10,1145,9
1366,53264(1147) 2 10,1095,9
1367,53265(1220) 2 10,1205,9
1368,53266(1221) 2 10,1205,9
1369,53267(1209) 0 5,799,6
1370,53295 22 30,425,5
1371,53311 22 30,465,9
1372,53340 22 30,295,45
1373,53343 22 30,325,4
1374,53432 22 30,295,20
1375,53495 26 30,360,5
1376,53590 22 30,425,10
1377,53621 22 30,375,10
1378,53631 22 30,340,25
1379,53664 22 30,475,4
1380,53685 22 30,435,15
1381,53686 22 30,435,15
1382,53691 22 30,475,1
1383,53697 22 30,465,30
1384,53707 22 30,425,-1
1385,53709 26 30,435,5
1386,53716 26 30,365,1
1387,53722 26 30,505,9
1388,53725 22 30,390,1
1389,53751 22 30,455,2
1390,53752 26 30,505,1
1391,53753 26 30,560,1
1392,53756 26 30,495,10
1393,53774 26 30,415,5
1394,53788 26 30,375,5
1395,53791 26 30,490,-1
1396,53803 22 30,375,40
1397,53823 26 30,405,4
1398,53834 26 30,580,35
1399,53835 26 30,545,70
1400,53854 22 30,545,-25
1401,53866 22 30,305,4
1402,53874 22 30,305,10
1403,53878 26 30,405,1
1404,53890 22 30,425,50
1405,53891 22 30,425,29
1406,53893 22 30,425,2
1407,53932 26 30,375,1
1408,53942 22 30,485,8
1409,53943 22 30,490,10
1410,53945 24 30,475,5
1411,53946 26 30,395,2
1412,53948 26 30,520,8
1413,53949 22 30,365,60
1414,53958 22 30,485,10
1415,53963 22 30,505,-1
1416,53965 26 30,570,9
1417,53967 26 30,435,1
1418,53969 26 30,415,54
1419,53971 26 30,405,3
1420,53977 26 30,435,1
1421,53978 26 30,435,12
1422,53981 26 36,550,30
1423,53990 22 30,390,5
1424,53992 22 30,280,25
1425,53996 26 30,375,6
1426,53998 22 30,475,35
1427,54003 26 30,510,1
1428,54005 22 30,455,40
1429,54028 22 30,545,4
1430,54035 22 30,415,15
1431,54040 26 30,440,9
1432,54046 26 30,530,1
1433,54049 26 30,495,1
1434,54052 24 30,525,13
1435,54061 26 30,365,1
1436,54067 26 30,505,20
1437,54068 26 30,440,5
1438,54070 26 30,405,11
1439,54070 26 36,425,-24
1440,54070 32 36,445,14
1441,54078 26 30,455,4
1442,54082 24 30,520,6
1443,54083 26 30,425,1
1444,54087 26 30,530,1
1445,54090 26 30,540,1
1446,54094 22 30,445,19
1447,54101 26 30,505,1
1448,54102 26 30,495,-20
1449,54105 26 30,435,13
1450,54108 22 30,525,-1
1451,54112 22 30,460,20
1452,54129 26 30,505,60
1453,54133 26 30,545,10
1454,54144 26 30,455,1
1455,54179 26 30,385,10
1456,54182 26 30,530,-1
1457,54190 22 30,425,10
1458,54192 26 30,560,8
1459,54193 26 30,515,3
1460,54196 22 30,565,60
1461,54202 26 30,515,10
1462,54210 26 30,485,2
1463,54214 22 30,495,5
1464,54215 22 30,495,8
1465,54223 22 30,465,5
1466,54226 22 30,495,10
1467,54228 26 30,485,7
1468,54235 26 30,410,30
1469,54241 32 40,455,5
1470,54242 26 30,535,3
1471,54245 26 30,435,30
1472,54247 26 30,530,7
1473,54257 22 30,555,20
1474,54258 26 30,395,7
1475,54262 22 30,380,2
1476,54263 26 30,535,45
1477,54275 22 30,445,5
1478,54280 22 30,545,10
1479,54282 24 30,490,-3
1480,54284 22 30,525,1
1481,54291 22 30,455,10
1482,54292 26 30,495,15
1483,54296 24 30,485,19
1484,54297 26 30,585,11
1485,54298 30,490,-1
1486,54306 22 30,415,27
1487,54307 20 30,545,6
1488,54311 20 30,525,18
1489,54319 22 30,355,1
1490,54320 22 30,455,15
1491,54327 26 30,485,9
1492,54335 22 30,520,1
1493,54338 30,480,1
1494,54343 26 36,595,12
1495,54352 22 30,425,29
1496,54365 26 30,395,3
1497,54367 26 30,310,5
1498,54369 22 30,395,35
1499,54370 26 36,565,-1
1500,54375 22 30,445,10
1501,54380 26 36,450,-1
1502,54387 22 30,475,30
1503,54399 22 30,475,5
1504,54407 26 30,440,45
1505,54410 26 30,485,5
1506,54414 26 30,460,-6
1507,54439 22 30,450,5
1508,54446 26 30,455,20
1509,54462 26 36,455,1
1510,54464 26 30,520,6
1511,54466 22 30,365,5
1512,54470 22 30,540,3
1513,54474 22 30,425,5
1514,54477 26 36,465,30
1515,54478,470,1
1516,54490 22 30,445,5
1517,54492 22 30,445,-1
1518,54502 26 30,435,2
1519,54503 26 30,435,23
1520,54506 26 36,435,33
1521,54510 26 30,480,11
1522,54514 26 36,495,-2
1523,54515 26 30,505,25
1524,54520 22 30,505,-15
1525,54522 26 36,520,-8
1526,54522 30,530,6
1527,54523 26 36,520,1
1528,54523 30,530,3
1529,54527 22 30,460,25
1530,54528 26 30,435,5
1531,54547 26 36,525,-1
1532,54549 26 30,580,10
1533,54552 26 36,555,6
1534,54555 26 36,475,-1
1535,54560 26 36,525,3
1536,54562 22 30,520,-15
1537,54564 22 30,300,5
1538,54570,590,38
1539,54571,470,4
1540,54572 26 36,535,24
1541,54574 26 30,515,-5
1542,54577 26 30,445,14
1543,54578 26 30,480,5
1544,54582 22 30,575,25
1545,54586 26 30,520,25
1546,54588 26 30,565,3
1547,54589 26 30,425,10
1548,54590 26 30,525,20
1549,54591 26 30,525,15
1550,54592 22 30,450,5
1551,54593 22 30,450,15
1552,54594 22 30,450,10
1553,54599 26 30,565,30
1554,54603 26 30,445,7
1555,54604 26 36,500,6
1556,54607 26 30,585,90
1557,54608 26 30,530,10
1558,54614 26 30,470,9
1559,54617 22 30,445,25
1560,54623 30,555,1
1561,54629 26 36,540,3
1562,54630 22 30,505,10
1563,54634 22 30,460,5
1564,54635 22 30,460,15
1565,54636 26 36,495,12
1566,54637 26 30,480,31
1567,54640 26 36,415,24
1568,54641 22 30,395,30
1569,54642 26 30,465,-2
1570,54644 22 30,510,1
1571,54646 22 30,440,30
1572,54648 22 30,470,1
1573,54649 22 30,295,4
1574,54650 22 30,295,-9
1575,54652 26 36,470,24
1576,54656 26 36,555,48
1577,54658 26 30,505,9
1578,54660 20 24,495,6
1579,54663 26 30,425,-9
1580,54664 26 30,295,35
1581,54666 26 30,560,55
1582,54667 26 30,485,55
1583,54669 26 30,405,15
1584,54670 22 30,445,1
1585,54671 24 30,445,8
1586,54672 22 30,475,10
1587,54674 30,555,6
1588,54675 26 36,435,69
1589,54676 22 30,490,10
1590,54680 22 30,555,5
1591,54681 22 30,435,6
1592,54682 22 30,425,50
1593,54683 26 36,425,6
1594,54685 26 36,525,39
1595,54686 26 36,525,6
1596,54688 26 36,505,66
1597,54690 22 30,470,30
1598,54693 26 36,520,81
1599,54694 26 30,505,6
1600,54697 26 30,360,57
1601,54698 26 36,525,3
1602,54699 26 36,520,6
1603,54704 22 30,410,20
1604,54705 26 36,505,6
1605,54706 26 36,520,48
1606,54708 26 36,565,54
1607,54710 26 36,490,12
1608,54711 22 30,460,35
1609,54712 26 36,530,48
1610,54713 26 36,480,15
1611,54714 26 36,465,42
1612,54715 22 30,610,35
1613,54716 22 30,605,12
1614,54717 22 30,550,5
1615,54718 22 30,550,10
1616,54719 22 30,430,35
1617,54721 22 30,530,48
1618,54722 22 30,505,13
1619,54725 24 30,415,13
1620,54726 26 36,550,30
1621,54727 22 30,590,50
1622,54729 22 30,495,21
1623,54731 22 30,360,38
1624,54733 22 30,265,75
1625,54734 22 30,265,75
1626,54736 26 30,495,35
1627,54737 22 30,565,10
1628,54738 22 30,550,16
1629,54739 24 30,555,20
1630,54742 26 30,560,53
1631,54743 24 30,315,15
1632,54744 26 30,480,65
1633,54745 26 30,525,18
1634,54746 22 30,545,5
1635,54747 22 30,545,25
1636,54748 22 30,515,25
1637,54749 22 30,515,30
1638,54750 22 30,540,5
1639,54752 22 30,520,38
1640,54753 22 30,425,15
1641,54754 26 30,475,38
1642,54755 22 30,540,15
1643,54756 26 30,585,33
1644,54757 26 30,525,10
1645,54758 22 30,455,25
1646,54759 26 30,415,55
1647,54760 22 30,480,18
1648,54761 22 30,510,35
1649,54762 22 30,530,35
1650,54763 26 30,455,50
1651,54764 22 30,445,45
1652,54765 30,550,40
1653,54766 30,550,55
1654,54767 22 30,520,60
1655,54768 22 30,545,45
1656,54769 20 30,540,47
1657,54770 20 30,540,41
1658,56801 M 2XL,685,85
1659,58205 L 2XL,335,-2
1660,58207 L 2XL,335,1
1661,58214 L 2XL,355,9
1662,58231 L-XL-XXL,460,1
1663,58233 L 2XL,405,27
1664,58234 L 2XL,415,9
1665,59501 XL XXL,650,6
1666,59502 XL XXL,650,22
1667,59504 XL XXL,750,2
1668,59505 XL XXL,750,10
1669,59508 XL XXL,645,5
1670,59509 XL XXL,645,1
1671,59808 2 10,745,18
1672,59809 2 10,625,27
1673,6006 18 22,360,6
1674,6008 18 22,445,3
1675,6014 18 24,335,1
1676,6021 16 22,440,6
1677,6024 18 24,355,4
1678,6027 18 24,450,12
1679,6030 18 24,405,4
1680,6042 18 24,460,12
1681,6043 16 20,275,18
1682,6044 16 20,275,21
1683,6046 18 22,440,18
1684,6047 18 22,580,72
1685,6048 18 22,515,30
1686,6049 18 24,445,44
1687,6050 18 24,445,40
1688,6051 18 24,440,28
1689,6052 18 24,445,70
1690,6053 18 26,540,15
1691,6110 L,235,4
1692,6110 XL,235,2
1693,6111 L,195,-1
1694,6111 XL,235,2
1695,6111 XXL,235,8
1696,6112 L,195,4
1697,6112 XL,200,7
1698,6112 XXL,235,-1
1699,615 10 16,280,24
1700,62502 32 40,365,-5
1701,62503 24 36,540,105
1702,62504 24 36,540,70
1703,62505 24 36,540,112
1704,62507 24 36,550,138
1705,62508 24 36,185,63
1706,62510 26 36,335,12
1707,62511 24 36,185,14
1708,629 (MMM) 12 14       [620442],515,-2
1709,63668 32 40,300,15
1710,64145 32 40,250,9
1711,64208 32 40,250,10
1712,64583 32 40,250,20
1713,64655 32 40,495,5
1714,64811 32 40,250,40
1715,64812 32 40,340,50
1716,651 (MMM) 12 14    [620442],510,2
1717,65162 32 40,425,14
1718,65188 32 40,490,12
1719,65320 32 40,490,-15
1720,65394 36 40,475,25
1721,65526 32 40,525,30
1722,65571 32 40,445,1
1723,65595 32 40,485,-3
1724,65624 32 40,410,1
1725,65626 32 40,300,15
1726,65657 32 40,485,4
1727,65749 32 40,395,9
1728,65758 32 40,435,5
1729,65787 32 40,355,2
1730,65808 32 40,660,5
1731,65888 32 40,400,9
1732,65963 32 40,380,2
1733,66050 32 40,385,5
1734,66088 32 40,385,1
1735,66095 32 40,360,2
1736,66115 32 40,495,-2
1737,66137 32 40,380,-1
1738,66146 32 40,330,1
1739,66155 32 40,355,19
1740,66162 32 40,435,6
1741,66178 32 40,545,20
1742,66179 32 40,405,2
1743,66196 32 40,425,1
1744,66206 32 40,455,1
1745,66215 32 40,475,15
1746,66217 32 40,485,4
1747,66223 32 40,585,5
1748,66233 32 40,505,20
1749,66251 32 40,365,1
1750,66261 32 40,530,7
1751,66266 32 40,460,3
1752,66307 32 36,430,-3
1753,66322 32 40,505,1
1754,66368 32 40,505,1
1755,66372 32 40,505,-1
1756,66383 32 40,410,5
1757,66413 32 40,480,4
1758,66416 32 40,555,5
1759,66420 32 40,575,35
1760,66421 32 40,595,50
1761,66444 32 40,640,1
1762,66478 32 40,545,-1
1763,66503 32 40,460,20
1764,66504 32 40,460,20
1765,66506 32 40,555,25
1766,66533 32 40,505,-1
1767,66558 32 40,560,1
1768,66574 34 42,585,10
1769,66578 32 40,585,2
1770,66580 32 40,595,10
1771,66592 32 40,545,20
1772,66599 32 40,550,20
1773,66601 34 42,620,-3
1774,66606 32 40,610,1
1775,66608 32 40,520,1
1776,66612 32 40,605,1
1777,66613 32 40,585,1
1778,66614 32 40,605,-10
1779,66615 32 40,455,30
1780,66616 32 40,395,3
1781,66617 32 40,505,3
1782,66618 32 40,505,4
1783,66619 32 40,415,6
1784,66620 32 40,665,4
1785,66622 32 40,585,6
1786,66623 32 40,505,24
1787,66624 32 40,460,62
1788,66625 32 40,505,15
1789,66628 32 40,520,-2
1790,66634 32 40,585,14
1791,66635 32 40,585,15
1792,66636 32 40,650,-5
1793,66640 32 40,635,1
1794,66643 32 40,395,1
1795,66650 32 40,320,45
1796,66651 32 40,545,55
1797,66653 32 40,585,6
1798,66654 32 40,495,37
1799,66655 32 40,495,6
1800,66658 32 40,525,48
1801,66667 32 40,565,-1
1802,66668 32 40,455,-5
1803,66674 32 40,695,15
1804,66675 32 40,695,5
1805,66677 32 40,465,2
1806,66681 32 40,525,27
1807,66682 32 40,415,4
1808,66683 32 40,485,8
1809,66684 32 40,535,2
1810,66687 32 40,510,2
1811,66688 32 40,455,5
1812,66698 32 40,610,10
1813,66701 32 40,460,3
1814,66713 32 40,495,7
1815,66720 32 40,520,2
1816,66727 32 40,520,40
1817,66728 32 40,440,32
1818,66729 32 40,545,4
1819,66734 32 40,650,2
1820,66736 32 40,550,25
1821,66749 32 40,510,3
1822,66750 32 40,385,1
1823,66755 32 40,560,-1
1824,66758 32 40,545,3
1825,66759 32 40,545,-10
1826,66760 32 40,545,4
1827,66767 32 40,335,2
1828,66769 32 40,580,2
1829,66775 32 40,635,-6
1830,66776 32 40,485,20
1831,66779 32 40,595,10
1832,66788 32 40,575,5
1833,66796 32 40,585,4
1834,66797 32 40,560,4
1835,66802 32 40,515,27
1836,66803 32 40,445,21
1837,66805 32 40,505,15
1838,66809 32 40,385,1
1839,66815 32 40,585,2
1840,66820 32 40,470,1
1841,66831 32 40,575,2
1842,66834 32 40,520,10
1843,66840 32 40,515,-7
1844,66848 32 40,460,5
1845,66870 32 40,570,25
1846,66875 32 40,605,2
1847,66877 32 40,565,-1
1848,66879 32 40,555,-6
1849,66880 32 40,595,-1
1850,66888 32 36,370,3
1851,66889 32 40,495,7
1852,66898 32 40,610,1
1853,66900 32 40,505,2
1854,66902 32 40,580,2
1855,66903 32 40,535,19
1856,66925 32 40,410,13
1857,66930 32 40,540,15
1858,66944 32 40,540,4
1859,66949 32 40,580,1
1860,66963 32 40,565,2
1861,66969 32 40,385,1
1862,66970 32 40,520,5
1863,66977 32 40,525,-10
1864,66978 32 40,525,-6
1865,66980 32 40,575,1
1866,66981 32 40,585,-1
1867,66983 32 40,515,18
1868,66988 32 40,505,9
1869,66989 32 40,505,5
1870,66991 32 40,435,20
1871,66992 32 40,540,1
1872,66993 32 40,505,-3
1873,66994 32 40,605,8
1874,66996 32 40,365,1
1875,67002 32 40,545,1
1876,67007 32 40,445,15
1877,67010 32 40,590,2
1878,67019 32 36,495,5
1879,67024 32 40,435,-5
1880,67025 32 40,535,1
1881,67028 32 40,580,-1
1882,67030 32 40,605,2
1883,67031 32 40,595,5
1884,67032 32 40,435,20
1885,67034 32 40,630,-1
1886,67035 32 40,680,1
1887,67036 32 40,455,-1
1888,67044 32 40,535,1
1889,67046 32 40,575,2
1890,67053 32 40,440,1
1891,67057 32 40,510,35
1892,67058 32 40,660,2
1893,67061 32 40,550,-1
1894,67070 32 40,535,5
1895,67073 32 40,520,5
1896,67077 32 36,525,6
1897,67080 32 36,525,3
1898,67094 32 40,365,15
1899,67095 32 40,530,1
1900,67096 32 40,560,1
1901,67097 32 40,640,5
1902,671 10 16,315,5
1903,67102 32 40,360,40
1904,67115 32 40,385,2
1905,67127 32 40,480,25
1906,67162 32 40,335,25
1907,67178 32 40,460,20
1908,67179 32 40,460,5
1909,67180 32 40,445,1
1910,67187 32 40,495,5
1911,67204 32 40,525,10
1912,67205 32 40,470,2
1913,67209 32 40,565,5
1914,67215 32 40,480,5
1915,67217 32 40,630,1
1916,67223 32 40,565,-1
1917,67225 32 40,395,11
1918,67226 32 40,395,-2
1919,67230 32 40,445,10
1920,67234 32 40,445,10
1921,67244 32 40,475,15
1922,67252 32 40,530,-1
1923,67260 32 40,440,1
1924,67261 32 40,480,-1
1925,67263 32 40,660,5
1926,67264 32 40,605,16
1927,67265 32 40,510,1
1928,67268 32 40,530,1
1929,67271 32 40,585,25
1930,67276 32 40,335,-5
1931,67278 32 40,335,-5
1932,67279 32 40,595,29
1933,67285 32 40,560,5
1934,67307 32 40,435,10
1935,67308 32 40,370,-5
1936,67313 32 40,625,10
1937,67317 32 40,425,5
1938,67323 32 40,565,-1
1939,67329 32 40,560,20
1940,67330 32 40,370,-5
1941,67331 32 40,405,-5
1942,67332 32 40,405,-1
1943,67335 32 40,575,15
1944,67336 32 40,555,8
1945,67338 32 40,545,70
1946,67352 32 40,435,49
1947,67355 32 40,615,30
1948,67359 32 40,685,10
1949,67360 32 40,545,7
1950,67364 32 40,430,8
1951,67370 32 40,545,1
1952,67372 32 40,520,4
1953,67373 22 30,570,-27
1954,67375 32 40,550,15
1955,67381 32 40,475,1
1956,67387 32 40,465,15
1957,67389 28 36,545,7
1958,67398 32 40,495,2
1959,67400 32 40,665,4
1960,67411 32 40,570,1
1961,67414 32 40,495,-1
1962,67419 32 40,555,10
1963,67428 32 40,445,15
1964,67430 32 40,520,5
1965,67431 32 40,505,45
1966,67432 32 40,515,40
1967,67433 32 40,545,35
1968,67434 32 40,505,10
1969,67455 32 40,550,20
1970,67460 32 40,480,30
1971,67464 32 40,525,-2
1972,67469 32 40,580,21
1973,67471 32 40,595,2
1974,67477 32 40,530,30
1975,67478 32 40,580,65
1976,67479 32 40,655,10
1977,67480 32 40,655,40
1978,67481 32 40,635,1
1979,67482 32 40,590,-5
1980,67483 32 40,635,1
1981,67484 32 40,635,30
1982,67487 32 40,525,10
1983,67489 32 40,475,40
1984,67490 32 40,595,4
1985,67511 32 40,540,28
1986,67517 32 40,570,1
1987,67520 32 40,545,1
1988,67522 32 40,495,45
1989,67523 32 40,335,30
1990,67533 32 40,635,10
1991,67541,610,-1
1992,67542 34 40,635,5
1993,67545 32 40,655,1
1994,67551 32 40,615,19
1995,67552 34 40,660,-1
1996,67554 26 36,435,30
1997,67555 32 40,585,-1
1998,67556 32 40,620,10
1999,67563 32 40,460,10
2000,67568 32 40,585,10
2001,67569 32 40,575,15
2002,67570 32 40,505,10
2003,67573 32 40,615,25
2004,67574 32 40,505,25
2005,67577 32 40,575,35
2006,67579 32 40,625,90
2007,67587 32 40,570,2
2008,67591 32 40,455,35
2009,67596 32 40,560,22
2010,67597 32 40,550,10
2011,67601 32 40,620,1
2012,67605 32 40,535,35
2013,67608 32 40,530,36
2014,67609 32 40,505,25
2015,67615 32 40,565,10
2016,67616 32 36,475,27
2017,67617 32 40,300,5
2018,67620 32 40,510,25
2019,67623 32 40,470,12
2020,67624 32 40,315,-2
2021,67625 32 40,315,2
2022,67627 32 40,455,7
2023,67631 32 40,560,5
2024,67633 34 40,625,35
2025,67634 34 40,625,10
2026,67635 32 40,565,15
2027,67637 32 40,530,15
2028,67640 32 40,545,5
2029,67642 32 40,515,5
2030,67645 32 40,465,45
2031,67647 32 40,440,5
2032,67648 32 40,530,35
2033,67649 32 40,530,60
2034,67650 32 40,525,30
2035,67651 32 40,525,25
